video_id,title,description,published_at,channel_id,channel_title,category_id,category_name,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
HpBvCOv1SDM,Megastar Chiranjeevi Tirumala Trip Complete Video,"Join this channel to get access to perks:
https://www.youtube.com/channel/UC7b7VERUfoNg0UiSLwlaEmA/join

Megastar Chiranjeevi Tirumala Temple Trip Complete Video On His 69th Birthday

#chiranjeevi #megastar #tirumala #telugunestam 

Website: https://www.telugunestam.com
Facebook: https://www.facebook.com/telugunestam
Twitter: https://www.twitter.com/telugunestam
Youtube: https://youtube.com/c/Telugunestam
Youtube: https://youtube.com/c/TeluguNestamDevotional",2024-08-22T02:50:45Z,UC7b7VERUfoNg0UiSLwlaEmA,Telugu Nestam,24,Megastar Chiranjeevi Tirumala Trip Complete Video,"['Megastar Chiranjeevi', 'Chiranjeevi Birthday', 'Chiranjeevi Tirumala Visit On Birthday', 'Megastar Family Tirumala Trip', 'Megastar Wife Surekha', 'Megastar Tirumala Visit', 'Megastar 69th Birthday', 'Chiranjeevi 69th Birthday', 'Telugu Cinema', 'Tamil Cinema', 'Tollywood Megastar', 'Megastar birthday Celebrations', 'Megastar In Tirumala', 'Chiranjeevi Walking To Tirumala', 'Chiranjeevi Tirumala Darshan', 'Chiranjeevi Tirumala Trip Complete Video', 'Telugu People', 'Tamil People', 'Chiranjeevi House', 'Chiranjeevi']",PT10M31S,hd,false,426731,3166,0,0,272
xkpdrR4BGJA,अचानक से क्यों ले ली KL Rahul ने retirement? क्या है इस खबर की सच्चाई? | KL Rahul | Rj Raunak,"--------------------------
Subscribe RJ Raunac : https://www.youtube.com/@UCKop7_gs7xq5tbrDDYuplhA 
---------------------------
Subscribe Crico : 
https://youtube.com/channel/UC4UtgDae_gg97w0eVEezeTw 
---------------------------------------
🔗 Join Us On TELEGRAM: https://t.me/rjraunacofficial
🔗 Follow us on INSTAGRAM : https://instagram.com/rjraunac?utm_me...
Facebook : https://www.facebook.com/RJRaunac
Twitter : https://twitter.com/rjraunac
_________________________________

Crico Instagram Link: https://instagram.com/cricoindia?utm_medium=copy_link 
__________________________________

Follow us on instagram here:  https://www.instagram.com/rjraunac/ 

Subscribe RJ Raunac : https://www.youtube.com/@UCKop7_gs7xq5tbrDDYuplhA 
You're watching Run Tantra with RJ Raunak aka Baua 

Follow Us On : 

Facebook : https://www.facebook.com/RJRaunac
Twitter : https://twitter.com/rjraunac
Pinterest : https://in.pinterest.com/RJRaunac/ 

SUBSCRIBE ASLI BAUAA CHANNEL: 
https://www.youtube.com/channel/UCH_zM59722ZW4XwCWQFnDmw 
__________________________________
For Brand collaboration: namaste@tushyamedia.com
__________________________________
#klrahul #teamindia  #CricketAnalysis  #CricketFans   #CricketWorld #CricketHappenings #CricketDebates  #CricketCaptains #TeamDynamics # #CricketThoughts #CricketMindset #CricketStories #SportsAnalysis  #CricketShowdown #T20Craze #CricketFever  #CricketFansUnite #CricketBalance #PlayerRatings  #CricketDilemmas #CaptaincyDecisions #CricketLeaders #T20CricketLeague #CricketWorld #IndianCricketTalent #CricketGlory #IPLDreams #CricketDebacle  #CricketLegends #CricketSpectacle  #CricketFacts  #CricketRealities #CricketGossip #IPLGossip #CricketBuzz #IPLBuzzworthy #CricketHustle #IPLHustle  #ishankishan  #shubmangill #gt  #bcci #t20 #viratkohlinews #rohitsharma   #rishabhpant #kuldeepyadav #axarpatel  #ipl2024   #rohitsharma #hardikpandya #ishankishan #msdhoni #mohammadsiraj #kuldeepyadav  #benduckett #bumrah  #viratkohli #klrahul #jadeja #sarfazkhan  #bcci  #rohitsharma  #shubmangill  #jaspritbumrah #yashasvijaiswal  #sarfazkhan #rohitsharma #sarfarazkhan   #benstokes #viratkohli  #jadeja #axarpatel  #rohitsharma  #teamindia  #bcci #rjraunak #rjraunac",2024-08-23T03:00:59Z,UCtvDbLquaT511bZ_qUESrkA,RJ Raunac No-Po,24,अचानक से क्यों ले ली KL Rahul ने retirement? क्या है इस खबर की सच्चाई? | KL Rahul | Rj Raunak,"['rj raunak', 'Rj Raunac', 'Rj Raunac No Po', 'Run Tantra', 'bauaa', 'kl rahul', 'kl rahul retirement news', 'kl rahul announcement', 'kl rahul emotional comments on dhoni', 'kl rahul news', 'kl rahul viral news', 'kl rahul viral post']",PT4M26S,hd,false,493198,25237,0,0,733
Bij3mOA15T0,Siragadikka Aasai | 22nd to 24th August 2024 - Promo,சிறகடிக்க ஆசை - திங்கள் முதல் சனி இரவு 9 மணிக்கு நம்ம விஜய் டிவில...... Click here - https://www.hotstar.com/in/shows/siragadikka-aasai/1260128356 to watch the show on Disney+ Hotstar. #SiragadikkaAasai #VijayTelevision,2024-08-22T06:02:58Z,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,24,Siragadikka Aasai | 22nd to 24th August 2024 - Promo,"['Siragadikka Aasai', 'Star', 'Star Vijay TV', 'Vijay TV', 'Vijay', 'தமிழ்', 'விஜய்', 'டிவி', 'தொலைக்காட்சி', 'Tamil TV', 'Tamil Shows']",PT40S,hd,false,2257523,45996,0,0,330
dxHVAbnxhBY,Gol Gappa Eating Challenge 😃 Brother Vs Sister,"Folllow  me on Instagram- https://www.instagram.com/souravjoshivlogs/?hl=en
 
I hope you enjoyed this video

hit likes.
And do subscribe to my channel

Thank you so much for watching

god bless you all.
lots of  ❤️

( For Collaboration - officialsouravjoshivlogs@gmail.com",2024-08-23T02:30:30Z,UCjvgGbPPn-FgYeguc5nxG4A,Sourav Joshi Vlogs,22,Gol Gappa Eating Challenge 😃 Brother Vs Sister,"['sourav joshi', 'sourav joshi vlogs', 'family vlogs', 'daily vlogs', 'piyush joshi', 'piyush joshi vlogs', 'sourav joshi arts', 'vlogs', 'family vlog', 'KUNALI', 'KUNALI JOSHI', 'KUNALI JOSHI VLOGS', 'kunali', 'kunali vlogs', 'kunali vlog', 'kunali k toys', 'kunali ka dant tut gya', 'ipl', 'ipl match', 'ipl match vlog', 'new gaming pc', 'new gaming pc vlog', 'gaming pc', 'kunali ka gaming pc', 'gaming pc for kunali', 'Secret Room', 'WE BUILD A HIDDEN SECRET ROOM IN OUR HOUSE', 'SECRET ROOM IN OUR HOUSE']",PT9M33S,hd,false,3503769,194145,0,0,4396
py3uQ0SG9lU,Every Sister Ever | Ft. Tena Jaiin | The Paayal Jain,"Hey Guys
This video shows crazy side of sisters when they are around each other. We love and annoy each other at the same time. It is always Badi Behan vs Choti Behan but it is also Behan Behan ka pyaar. They fight for no reason, sometimes the elder sister wins and vice versa. First child always has to go through family restrictions whereas things are always easier for the younger one , like getting married the pressure of a good idle for younger sister .  Raksha Bandhan celebration with siblings . This is a very comic and relatable video.  Every Behen Shopping fancy rakhi, getting mehendi done girls Favourite Henna, buying new ethnic dress , trying on sharara, anarkali suits, baiting brother for gifts by being sweet, giving him trendy rakhis. Middle class rakshabandhan, school Rakhi celebration and so much more . Every sister ever can relate with this video .
This video is filled with such memories and situations we all have been in. 
Relish and Relive your Childhood Memories.. You will have major nostalgia
Do share it with your friends and family especially mom , sisters , brothers , cousins .. Comment down your Fav Part, 

Happy Raksha Bandhan 2024

Like, Share and 
Subscribe to our Channel - http://bit.ly/thepaayaljain | Press Bell Icon

Follow Us On Instagram 
Paayal Jain : https://www.instagram.com/thepaayalja...

Tena Jaiin : https://www.instagram.com/tenajaiin/?...

Cast : Tena Jaiin , Paayal Jain 
Script , Direction , Screenplay By : Paayal Jain , Tena Jaiin
Dop : Imran Khan
Cam Assist : Kritesh
Editor : Sahil Arora
Thumbnail by : Raj Sharma

#indianmom #mom #moms #mothers #mummy #themummy #momcomedy #mummycomedy #indianaunty #ramen #friends #school #schooldays #schoollife #comedyvideo #funny #maavsbeti #maa #exam #examdays #exams #rakhi #rakshabandhan #raksha #rakshabandhanspecial #15august #independenceday   #monsoon #rakhi2024 #baarish #barish #mom",2024-08-20T14:46:08Z,UC0QKe0NgW-b0oZvnB5vqiJw,The Paayal Jain,23,Every Sister Ever | Ft. Tena Jaiin | The Paayal Jain,"['badi behan', 'family', 'behan bhai', 'behan behan', 'chhoti behan', 'badi behan vs chhoti behan', 'the paayal jain new video', 'the payal jain new video', 'Tena Jaiin', 'behen', 'elder sister', 'younger sister', 'the paayal jain', 'girls', 'behan', 'girl things', 'girl problems', 'sis', 'every', 'rakhi', 'rakshabandhan', 'raksha bandhan', 'sister comedy', 'bhai behan ka pyaar', 'siblings', 'school life', 'sisters', 'mom', 'tena jaiin', 'every raksha bandhan', 'every rakhi', 'every sister ever', 'sister', 'ever', 'rakhi 2024', 'kids', 'girl', 'sister vs sister']",PT20M43S,hd,true,1297147,42241,0,0,3033
peAnqjJ2PRg,Icon Star Allu Arjun Speech @ Maruthi Nagar Subramanyam Pre Release Event,"Watch Icon Star Allu Arjun Speech @ Maruthi Nagar Subramanyam Pre Release Event 

Enjoy and stay connected with us!

Twitter : https://www.twitter.com/alluarjun
Instagram: https://www.instagram.com/alluarjunonline
Facebook: https://www.facebook.com/alluarjun",2024-08-21T18:15:03Z,UCLiwEQsSEmXe4ShFVJk_hAQ,Allu Arjun,24,Icon Star Allu Arjun Speech @ Maruthi Nagar Subramanyam Pre Release Event,"['Allu arjun', 'sukumar', 'pushpa', 'pushpa1', 'pushpa2', 'Pushpa the rise', 'pushpa the rule', 'pushpa2 the rule', 'Sukumar speech', 'sukumar speech at maruthinagar Subramanyam event', 'Maruthi Nagar subhramanyam event', 'sukumar speech', 'Allu Arjun speech', 'allu Arjun about pushpa2', 'sukumar about pushpa2', 'pushpa2 the rule movie', 'Allu Arjun speech Maruthi Nagar subharmanyam event']",PT17M1S,hd,false,147529,8569,0,0,929
naHMZpz88UY,[HINDI] iQOO BMPS 2024 | BLUE SET GROUP 1&2 | ROUND 1 - Week 1 Day 1,"Dive into the thrill of BGMI with the iQOO BATTLEGROUNDS MOBILE INDIA PRO SERIES 2024! Watch as 128 Pro Teams battle for a staggering ₹2 Crore Prize Pool. Experience every high-stakes moment, from strategic plays to the final victorious showdown. Blue set - Group 1&2 will be battling out today to show dominance.

GROUP 1 - GodsReign, Vasista Esports, Inspiration Esports, 4King Esports, Inertia Esports, Rush If Possible Mizo, TMG gaming, Big Brothers Esports, TEAM INS, Dragon Esports, K9 Esports, 4 Cartoons, CFSxEye4Eye, UC Gaming, Team Snipy, Medal Esports.

GROUP 2 - GLOBAL ESPORTS, Team 8bit, IMPRNT ESPORTS, ALPHA 6, RUDRANSH ESPORTS, RVNC ESPORTS, Team VST, GHUSO ESPORTS, TEAM TWISTED SOUL, Ignite Gaming, Team Z, 4Merical Esports, Silly Esports, HeatBeasts Esports, RDx Girls, GENxFM ESPORTS.


#PATHTOGLORY #iQOOBMPS2024 #BMPS2024 #BATTLEGROUNDSMOBILEINDIA #KRAFTONINDIAESPORTS",2024-08-20T16:41:55Z,UCugG6-k5QGbq_iDEPAnG4NQ,KRAFTON INDIA ESPORTS,20,[HINDI] iQOO BMPS 2024 | BLUE SET GROUP 1&2 | ROUND 1 - Week 1 Day 1,"['BATTLEGROUNDS MOBILE INDIA', 'BATTLEGROUNDSMOBILEINDIA', 'BATTLEGROUNDS MOBILE', 'BATTLEGROUNDS', 'BATTLEGROUNDS MOBILE INDIA OFFICIAL CHANNEL', 'BATTLEGROUNDS MOBILE INDIA YOUTUBE', 'BGMI', 'BATTLEGROUNDS MOBILE INDIA Release date', 'BATTLEGROUNDS MOBILE INDIA Teaser', 'BGMI LIVE', 'BGIS 2024', 'BGIS 2023', 'BGIS']",PT6H46M19S,hd,false,1886775,57777,0,0,145
GjCW6GZ3k1o,UP POLICE RE EXAM GK GS MARATHON CLASS | UP CONSTABLE RE EXAM GK GS MARATHON CLASS | UPP RE EXAM,"UP POLICE RE EXAM GK GS MARATHON CLASS | UP CONSTABLE RE EXAM GK GS MARATHON CLASS | UPP RE EXAM CLASS

🙏Welcome To Exampur🙏
 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
                     📢  Our Special Notes 📚:
 ✅UP POLICE CONSTABLE SANGAM PRACTICE BATCH + 15 MODEL PAPERS 2024 
Link - https://exampuredu.page.link/cgeA7GqdMML8E3PZ8

✅Get full SSC STENOGRAPHER SPECIAL BATCH 2024 Course from Exampur Now.
Link - https://exampuredu.page.link/U6CF52zhV3AuDu6J9

✅RPF  कांस्टेबल, SI, RRB NTPC, GROUP D, ALP, TECHNICIAN NOTES मात्र 499 रुपये में :-https://tapthe.link/5eFFozCue
✅SSC GD 2025, SSC MTS हवलदार NOTES मात्र 499 रुपये में 
:-https://tapthe.link/kMnY-rbeL

✅रेलवे HANDWRITTEN SCIENCE NOTES:-https://tapthe.link/gIoBzr2Ig
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬            .📢Our Courses And Books📚:
 
✅SHANKHNAD COMBO BATCH 2024 (UPC,SSC,RAILWAY,BSF,BIHAR) 699/- FOR OLD STUDENT Course - https://exampuredu.page.link/ez7YkeaFf9TMfc6X8  

✅RPF CONSTABLE/SI SHANKHNAD BATCH 2024  -https://exampuredu.page.link/mD9gorZvY8kXbtEw7

✅SSC MTS SHANKHNAD BATCH 2024   - https://exampuredu.page.link/UQZKgGy8s93Fhck3A

✅SSC CGL(TIER-1+2) SHANKHNAD BATCH 2024  - https://exampuredu.page.link/J3Rv9MgwghSLCoC98

✅SSC GD SHANKHNAD BATCH 2024  - https://exampuredu.page.link/eoaPjMLfa5DUEThV9

✅RRB GROUP-D SHANKHNAD BATCH 2024 - https://exampuredu.page.link/qWzW7TE3YZjekh3j7

✅RRB NTPC (CBT-1+2)SHANKHNAD BATCH 2024- https://exampuredu.page.link/fBMQPiTNgEDabKG58

✅RRB ALP (CBT-1+CBT-2) SHANKHNAD BATCH 2024  - https://exampuredu.page.link/mqzcbtxy35vjMFkQ7

✅BSF ASI/HCM SHANKHNAD BATCH 2024  https://exampuredu.page.link/SfmDa6BKo7LNCXDV9

✅BIHAR CONSTABLE /SI SHANKHNAD BATCH  2024 https://exampuredu.page.link/f3bbL4qcZMkJ2PdH8

✅Railway science notes  book from exampur now :-
Link - https://exampuredu.page.link/2sB1cY4wfvNWVGN48

✅Parcham combo batch 2024 (railway,ssc foundation,upp pac,upp jail warder ) course from exampur now:- 
Link - https://exampuredu.page.link/GqEP6NNXAciMwCB57

✅Parishram mahaa batch course from exampur now :-
Link - https://exampuredu.page.link/jzThcXMNKguoxzXZA

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
🔴सबसे पहले और सटीक UPDATE पाने के लिए (UPP, UPSI, SSC GD, RAILWAY)
विवेक सर के WHATSAPP चैनेल लिंक , DIRECT WHATSAPP से जुड़े विवेक सर से :- https://whatsapp.com/channel/0029Va5CmT0HQbRxMnkaBh0T

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
📢 Our Courses📚:-

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
📢 𝐎𝐮𝐫 Books📚:

✅UP कांस्टेबल RE EXAM NOTES मात्र 499 रुपये में :-https://tapthe.link/8b9qzwTv7L

📢 𝐎𝐮𝐫 𝗡𝗼𝘁𝗲𝘀📚:-
✅Upsi Class Notes Complete Syllabus 18 Notes Book 2022-23 :-https://www.flipkart.com/up-police-constable-15-practice-set/p/itm6aac7cb2c07fe?pid=RBKGMGXAHQNMK3HG

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬🔴विवेक सर OFFICIAL INSTAGRAM ID LINK:-https://www.instagram.com/vivek_sir_.exampur?igsh=MTBqb29wd21ocWEyNA==

🔴 विवेक सर के CLASS के PDF के लिए विवेक सर के टेलीग्राम GROUP को JOIN कीजिये:-https://t.me/VivekSirNotes
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

📥सभी क्लास की 𝐏𝐃𝐅 के लिए 𝐃𝐨𝐰𝐧𝐥𝐨𝐚𝐝 करें Examपुर App📲:-https://shorturl.at/uyBC0
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

👥📲𝐅𝐎𝐋𝐋𝐎𝐖 𝐔𝐒 𝐎𝐍:📲 
📲𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://www.facebook.com/exampurofficial 
📲𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺: https://www.instagram.com/exampurofficial/?hl=en
📲𝗧𝘄𝗶𝘁𝘁𝗲𝗿: https://twitter.com/exampuroficial 
📲𝗟𝗶𝗻𝗸𝗱𝗶𝗻: https://www.linkedin.com/company/exam...
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

🔴𝐉𝐎𝐈𝐍 𝐎𝐔𝐑 𝐓𝐄𝐋𝐄𝐆𝐑𝐀𝐌 𝐂𝐇𝐀𝐍𝐍𝐄𝐋🔴 
📲परीक्षागढ़: https://t.me/parikshagarh 
📲𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹 𝗧𝗲𝗹𝗲𝗴𝗿𝗮𝗺: https://t.me/exampurofficialtelegram 
📲The Golden Army Current Affairs™©: https://t.mecurrentaffairsviveksir
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
🆘 Helpline Connect🆘 
☎ साथियों,
किसी भी प्रकार की सहायता के लिए आप Exampur के +91-9355-196665 पर कॉल कर सकते हैं।
📲whatsapp on  8448116245 (https://wa.link/nerwtr)
📧 Email: help@exampur.com
🌎 Website: App.exampur.com

#uppolicereexamgkgs #uppolicereexamgkgsclass #upconstablereexamgkgs #upconstablereexamgkgsclass #uppreexamgkgsclass #uppreexamgkgs #exampur #viveksir",2024-08-21T20:34:37Z,UCgVg6dmZHCxze_ay0bolPew,Examपुर,27,UP POLICE RE EXAM GK GS MARATHON CLASS | UP CONSTABLE RE EXAM GK GS MARATHON CLASS | UPP RE EXAM,"['exampur', 'up police re exam gs class', 'up police re exam', 'up police re exam up gk class', 'up police re exam gk gs', 'up police re exam gk gs class', 'up police gk gs', 'up police re exam date 2024', 'up police constable re exam', 'up police', 'up police gs class', 'up police gs practice set', 'up police constable gk gs classes', 'up police re exam gs practice set', 'up police re exam strategy', 'up police re exam gs class by vivek sir', 'up police constable re exam classes']",PT4H46M10S,hd,false,993303,100962,0,0,4498
D7jI5rfzLaw,"Supreme Court के इस फैसले के खिलाफ 21st August को भारत बंद, देखिए क्या रहेगा खुला, क्या रहेगा बंद","Supreme Court के इस फैसले के खिलाफ 21st August को भारत बंद का एलान किया गया है। इस दौरान कुछ सेवाओं पर कोई प्रतिबंध नहीं रहेगा। देखिए भारत बंद के दौरान क्या रहेगा खुला, क्या रहेगा बंद। Nationwide Shutdown on August 21
#bharatbandh #21staugust #Nationwideshutdown
----------------------------------------------------------------------------------------------------------------------------------------
For more videos, visit https://www.indiatvnews.com/video or https://www.indiatv.in/video
Subscribe to IndiaTV and don't forget to press ""THE BELL ICON"" to never miss any updates-
http://bit.ly/2O2aC1J

Download Mobile App:
Link for Android device: https://bit.ly/2V2wnA3
Link for Apple device: https://apple.co/2EB9lKr 

Follow Us On: 
Facebook: https://www.facebook.com/indiatvnews/
                    https://www.facebook.com/IndiaTV.in/      
Twitter: https://twitter.com/indiatvnews
               https://twitter.com/IndiaTVHindi

About Us: IndiaTV is the country's most trusted Hindi News Channel. IndiaTV covers the latest news in Politics, Nation, World, Entertainment, Bollywood, Business, and Sports categories and delivers reliable information across all platforms - TV, Internet, and Mobile. Stay tuned for IndiaTV's flagship programs like Aap Ki Adalat, Aaj Ki Baat with Rajat Sharma, Corona Se Jung Swami Ramdev Ke Sang, Bhavishyavani, Haqiqat Kya Hai, OMG, Special Report, and many more.

IndiaTV भारत का No.1 विश्वसनीय Hindi News Channel है। IndiaTV News Channel राजनीति, मनोरंजन, बॉलीवुड, व्यापार और खेल से जुड़े Latest News अपने दर्शकों तक पहुंचाता है। IndiaTV की Live खबरें एवं Hindi Breaking News के लिए बने रहें। 

Also Watch:
Aaj Ki Baat: https://www.youtube.com/playlist?list=PLrPV4CIjXWRq9VzZJ7FiAy4nrR9LPV8Qp
Aap Ki Adalat: https://www.youtube.com/playlist?list=PL24E9622EAB8ADE7E
Haqiqat Kya Hai: https://www.youtube.com/playlist?list=PLrPV4CIjXWRocWbHMXhZvXISEFTOanOab
Yoga by Swami Ramdev: https://www.youtube.com/playlist?list=PLrPV4CIjXWRoZVeiAhcmasZ6Pv3YTE5O3

Get All Latest Updates Here:
IndiaTV Live TV Streaming: https://www.indiatvnews.com/livetv 
IndiaTV News in English:  https://www.indiatvnews.com 
IndiaTV News in Hindi: https://www.indiatv.in",2024-08-20T08:21:53Z,UCttspZesZIDEwwpVIgoZtWQ,IndiaTV,25,"Supreme Court के इस फैसले के खिलाफ 21st August को भारत बंद, देखिए क्या रहेगा खुला, क्या रहेगा बंद","['bharat bandh 2024', 'bharat bandh 21 august', 'bharat bandh tomorrow', 'bharat bandh news', 'bharat bandh kab hai', 'bharat band', '21 august 2024', 'bharat band news', '21 august bharat bandh', 'mayawati on reservation', '21अगस्त सम्पूर्ण भारत बंद', 'supreme court', 'supreme court on reservation', '21 aug lockdown', 'bharat bandh', 'sc-st reservation', 'mayawati on bharat band', 'reservation news', 'supreme court on caste reservation', 'why bharat bandh 21st august', 'bharat bandh mei kya khula kya band']",PT1M50S,hd,false,4165079,36250,0,0,3835
vpPiIzSUfN4,Chinna Marumagal | 22nd & 23rd August 2024 - Promo,"சின்ன மருமகள், பன்னிரண்டாம் வகுப்பு.. திங்கள் - வெள்ளி இரவு 9.30 மணிக்கு நம்ம விஜய் டிவில..   #ChinnaMarumagal #VijayTelevision #VijayTV #  #StarVijayTV #StarVijay #TamilTV",2024-08-22T05:18:29Z,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,24,Chinna Marumagal | 22nd & 23rd August 2024 - Promo,"['Chinna Marumagal', 'New Fiction', 'New Serial', 'Fiction', 'தமிழ்', 'விஜய்', 'டிவி', 'தொலைக்காட்சி', 'Vijay', 'Star', 'Vijay TV', 'Star Vijay', 'Star Vijay TV', 'தொலைகாட்சி', 'Tamil TV', 'Tamil Shows']",PT35S,hd,false,1474338,23656,0,0,119
Jgt79iOlHjo,Motor Car (Official Video) Dc | Sukki | New Haryanvi Song | 2024,"Presenting the official video of new song ""Motor Car""
Listen, subscribe and share 

🎧 Available on 🎧
🎧 Spotify : https://open.spotify.com/track/2KDltirfa0vAcSu5CB13yJ?si=C1W_kn7PRNu0pxPZek2Skg&context=spotify%3Asearch%3Amotor%2B
🎧 Wynk music : https://open.wynk.in/6Dc0M41bgMb?~medium=wynk_share&~content_id=srch_ingrooves_198704104091_USA2P2453011&~destination=any
🎧 Jio Saavn : https://ws.saavn.com/p/song/search/Motor-Car/Motor-Car/Qi0pWTljZ3o
🎧 Apple Music : https://music.apple.com/in/album/motor-car/1762459314?i=1762459317
🎧 Reels : https://www.instagram.com/reels/audio/385280677618207?igsh=cnF0c2N6amZ4azdu
🎧 Amazon Music : https://music.amazon.in/albums/B0DCWJB9S8?do=play&trackAsin=B0DCWJ926H&ts=1724320021&ref=dm_sh_2fMR6RP6AYKXinCohB0eN2yxr
 
Credits: 
Song : Motor Car 
Singer & Lyrics : Dc, Sukki 
Music/Composer : Dc 
Mix & Master : D Chandu
Female Vocal : Shaheen 
Geet Vocal : Sunita Khatana

Female Lead : Khushi Verma
Directed by : Hitesh Arora
Aditional work : RPS Amar Vikal
Chief Assistant Director : Ali Justin
Production : Aj Production
Dop : Mintu Plaha
Choreographer : Sumit Kumar
Dancers : Team Sumit
Costumes : Rajat Manchanda
Art : Dheeraj Verma
Ad : Chand Kashyap & Pinku 
Still & Making : Ajay Dhami
Makeup : Mannu Sharma
Thumbnail/Poster : Plan A Production 

Digital Management : Bounce Entertainment

Label : We Are One

Lyrics : 
Mere susar ke darwaje pe 
Moter car khadi se ri heeee 
X2

Here chandan ki si khusboo aave 
Mehak thave pure angan mein ji
Kom vom sab hold pe dharke
Tere pache aave hai ji

Hoor voor mane ghani ye tohli
Bargi tere paayi na re
Dharke sir pe jeghaad chori
Jada tu itrave na

Re descent banke aaja chore 
Yaar fajeete paave na
Mai haryana ka desi ragde
Faltu ke mane bhave na

Mai moter car pe latta maaru
Tik ke bhitar baith ja ne 
Mera baapu badya maanas 
Tere kede hai sasur ji 

Mere susar ke darwaje pe 
Moter car khadi se ri heeee
X2

Re gel mere tu chalde chori
Tanne puro gom ghumadu
Maa meri chulhe pe baithi
Garam garam tane saag khavadu

Bhaat purono baitho 
Waki copy mein tero nom chhadadu 
Sohna ke toku laau kundal
Palwal te paajeb dua du

Bhid bhaad no chale gel mein
Kuch ginti ke yaar 
paina ke rakhu tez kataar re
Meri bhot no talwar
Re jab jab ade garaari yaar ki 
Fir kond kare aarpaar
Thame hath re jinke dil te
Unku jon den ne tyar 

Re chora

Na paar basave chore 
Tere dhare rehjange tore
Jaldi manas banja jaan meri
Re din rehge se thode

Chore gurjar ke mai teri su
 Bas filkar vikar na kariye
Je gel mere rehna asle ka
Jikar vikar na kariye

Chora badda shikari
Ar mai chori su kawari
Meri gel ki sehli hase mere pe
Fasgi kit bechari

Mere yaar ki roj garaari
Mere pe aake adi se ri hee

Mere susar ke darwaje pe 
Moter car khadi se ri heeee
X2",2024-08-22T11:30:10Z,UCw5N06QIrXBg92OfOVpvWkg,We Are One,23,Motor Car (Official Video) Dc | Sukki | New Haryanvi Song | 2024,[],PT3M11S,hd,false,151141,31629,0,0,2504
